heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2006 Grand Soleil 45,190181.0,14.0,Grand Soleil,45,Racer,44.62,Diesel,Fiberglass,Marina Estrella S,VOLVO PENTA,55,13.0,55.0,,Inboard,Diesel|Diesel,,46.0,0,,,,48.0,13.0,,Electric Windlass,8.0,12.0,,,,,3.0,3.0,2,palamos,Spain,Grand Soleil,45,45,Europe,Italy,200425,2006,14
2006 Grand Soleil 45,190181.0,14.0,Grand Soleil,45,Racer,44.62,Diesel,Fiberglass,Marina Estrella S,VOLVO PENTA,55,13.0,55.0,,Inboard,Diesel|Diesel,,46.0,0,,,,48.0,13.0,,Electric Windlass,8.0,12.0,,,,,3.0,3.0,2,palamos,Spain,Grand Soleil,45,45,Europe,Italy,193137,2006,14
2006 Grand Soleil 45,190181.0,14.0,Grand Soleil,45,Racer,44.62,Diesel,Fiberglass,Marina Estrella S,VOLVO PENTA,55,13.0,55.0,,Inboard,Diesel|Diesel,,46.0,0,,,,48.0,13.0,,Electric Windlass,8.0,12.0,,,,,3.0,3.0,2,palamos,Spain,Grand Soleil,45,45,Europe,Italy,176176,2006,14
2006 Grand Soleil 45,190181.0,14.0,Grand Soleil,45,Racer,44.62,Diesel,Fiberglass,Marina Estrella S,VOLVO PENTA,55,13.0,55.0,,Inboard,Diesel|Diesel,,46.0,0,,,,48.0,13.0,,Electric Windlass,8.0,12.0,,,,,3.0,3.0,2,palamos,Spain,Grand Soleil,45,45,Europe,Turkey,156742,2006,14
2006 Grand Soleil 45,190181.0,14.0,Grand Soleil,45,Racer,44.62,Diesel,Fiberglass,Marina Estrella S,VOLVO PENTA,55,13.0,55.0,,Inboard,Diesel|Diesel,,46.0,0,,,,48.0,13.0,,Electric Windlass,8.0,12.0,,,,,3.0,3.0,2,palamos,Spain,Grand Soleil,45,45,Europe,Turkey,144549,2006,14
2006 Grand Soleil 50,374900.0,14.0,Grand Soleil,50,Cruiser,50.0,Diesel,Fiberglass,Denison Yachting,Volvo Penta,None,,75.0,,Inboard,Diesel|Diesel,,,0,,,,50.0,15.0,,None,,,122 gal (),77 gal (),,,,3.0,2,Fort Lauderdale,Florida,Grand Soleil,50,49,Caribbean,Antigua and Barbuda,273182,2006,14
2006 Grand Soleil 50,374900.0,14.0,Grand Soleil,50,Cruiser,50.0,Diesel,Fiberglass,Denison Yachting,Volvo Penta,None,,75.0,,Inboard,Diesel|Diesel,,,0,,,,50.0,15.0,,None,,,122 gal (),77 gal (),,,,3.0,2,Fort Lauderdale,Florida,Grand Soleil,50,49,Europe,Italy,206498,2006,14
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400,40,Europe,France,108135,2006,14
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400,40,Europe,Greece,93249,2006,14
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400e,40,Europe,Italy,91102,2006,14
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400e,40,Europe,Netherlands,139690,2006,14
2006 Hanse 400e,149500.0,14.0,Hanse,400e,Racer/Cruiser,40.0,Diesel,Fiberglass,Brewer Yacht Sales,Yanmar,3JH4E,14.0,40.0,,Inboard,Diesel|Diesel,3.0,18.0,0,,,,40.0,13.0,35.0,None,,,79 gal (),37 gal (),5 gal (),,,,1,North Kingstown,Rhode Island,Hanse,400,40,Europe,Netherlands,115275,2006,14
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,Spain,100820,2006,14
2006 Hanse 461,195506.0,14.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,GT Yachtbrokers,Yanmar,None,,75.0,,Inboard,Diesel|Diesel,,23.0,1,,,,46.0,14.0,41.0,Electric Windlass,,,1 x 105.67 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x 10.57 gal (),,3.0,3.0,2,Ouddorp,Netherlands,Hanse,461,46,Europe,France,200425,2006,14
2006 Hanse 461,195506.0,14.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,GT Yachtbrokers,Yanmar,None,,75.0,,Inboard,Diesel|Diesel,,23.0,1,,,,46.0,14.0,41.0,Electric Windlass,,,1 x 105.67 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x 10.57 gal (),,3.0,3.0,2,Ouddorp,Netherlands,Hanse,461,46,Europe,Italy,194351,2006,14
2006 Hanse 461,195506.0,14.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,GT Yachtbrokers,Yanmar,None,,75.0,,Inboard,Diesel|Diesel,,23.0,1,,,,46.0,14.0,41.0,Electric Windlass,,,1 x 105.67 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x 10.57 gal (),,3.0,3.0,2,Ouddorp,Netherlands,Hanse,461,46,Europe,Italy,162769,2006,14
2006 Hanse 461,195506.0,14.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,GT Yachtbrokers,Yanmar,None,,75.0,,Inboard,Diesel|Diesel,,23.0,1,,,,46.0,14.0,41.0,Electric Windlass,,,1 x 105.67 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x 10.57 gal (),,3.0,3.0,2,Ouddorp,Netherlands,Hanse,461,46,Europe,Italy,143371,2006,14
2006 Hanse 461,195506.0,14.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,GT Yachtbrokers,Yanmar,None,,75.0,,Inboard,Diesel|Diesel,,23.0,1,,,,46.0,14.0,41.0,Electric Windlass,,,1 x 105.67 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x 10.57 gal (),,3.0,3.0,2,Ouddorp,Netherlands,Hanse,461,46,Europe,Italy,143371,2006,14
2009 Hanse 470e,287541.0,11.0,Hanse,470e,Racer/Cruiser,47.0,Diesel,Fiberglass,Pat Sturgeon Yachts Ltd,Yanmar,4JH4,,75.0,,Inboard,Diesel,3.0,,1,,,,47.0,14.0,46.0,Electric Windlass,,,100 gal (),66 gal (),2 x 10 gal (),2.0,3.0,3.0,2,Toronto,Ontario,Hanse,470e,47,Europe,Denmark,199990,2006,14
2009 Hanse 540e,500000.0,11.0,Hanse,540e,Racer/Cruiser,52.83,Diesel,Fiberglass,DQ Yachts LLC,Yanmar,110,11.0,110.0,1475.0,Inboard,Diesel|Diesel,4.0,,0,,,,52.0,16.0,47.0,Electric Windlass,2.0,,2 x 100 gal (Stainless Steel),1 x 150 gal (Stainless Steel),3 x 7 gal (),,,3.0,3,Saint Petersburg,Florida,Hanse,540e,52,Europe,Spain,267233,2006,14
2007 Hanse 531 e,271687.0,13.0,Hanse,531 e,Cruiser,53.15,Diesel,Fiberglass,Malta Yachting Ltd,Volvo Penta,D3,13.0,110.0,2800.0,Inboard,Diesel|Diesel,3.0,,1,,,,53.0,16.0,47.0,Electric Windlass,8.0,24.0,4 x 46.23 gal (),105.67 gal (),3 x (),,3.0,3.0,3,Sicily,Italy,Hanse,531,53,Europe,Ireland,179782,2006,14
2007 Hanse 531 e,271687.0,13.0,Hanse,531 e,Cruiser,53.15,Diesel,Fiberglass,Malta Yachting Ltd,Volvo Penta,D3,13.0,110.0,2800.0,Inboard,Diesel|Diesel,3.0,,1,,,,53.0,16.0,47.0,Electric Windlass,8.0,24.0,4 x 46.23 gal (),105.67 gal (),3 x (),,3.0,3.0,3,Sicily,Italy,Hanse,531,53,Europe,Ireland,179775,2006,14
2006 Harmony 38,81506.0,14.0,Harmony,38,Other,38.29,Diesel,Fiberglass,European Yacht Brokers,Volvo,Penta D2,14.0,39.0,1300.0,Inboard,Diesel|Diesel,,,0,6.0,,,38.0,12.0,,None,,,79.25 gal (),52.83 gal (),,,3.0,2.0,1,Barcelona,Spain,Harmony,38,38,Europe,United Kingdom,66549,2006,14
2004 Harmony HARMONY 47,124976.0,16.0,Harmony,HARMONY 47,Cruiser,45.57,Diesel,Fiberglass,PORT PIN ROLLAND,YANMAR,4JH4E,16.0,50.0,1500.0,Inboard,Diesel|Diesel,3.0,,0,,,,45.0,13.0,,Electric Windlass,,,132.09 gal (),52.83 gal (),21.13 gal (),,,3.0,2,Marina Port Pin Rolland,83,Harmony,47,47,Europe,Greece,82588,2006,14
2002 Hunter 380,84900.0,18.0,Hunter,380,Cruiser,38.0,Diesel,Fiberglass,Norton,Yanmar,3JH3E,,,,None,Diesel|Diesel,,,0,6.0,,8.0,37.0,12.0,32.0,None,,,,,,,,,1,Irvington,Virginia,Hunter,380,37,USA,Florida,109000,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,Connecticut,95000,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,Europe,Cork,95961,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,New Jersey,89900,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,New York,117300,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,New York,108551,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,New York,94500,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,North Carolina,119000,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,Texas,105000,2006,14
2006 Hunter 38H,117530.0,14.0,Hunter,38H,Cruiser,38.17,Diesel,Fiberglass,VSF Yacht Services,Yanmar ,3jh4e,,40.0,1200.0,Inboard,Diesel|Diesel,3.0,,0,,,,38.0,12.0,,None,,,1 x 75 gal (),1 x 34 gal (),1 x 34 gal (),,,2.0,1,Green Cove Springs,Florida,Hunter,38,38,USA,Wisconsin,109400,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41,40,USA,California,120000,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,Europe,Greece,95948,2006,14
2009 Hunter 41 Deck Salon,142000.0,11.0,Hunter,41 Deck Salon,Cruiser,38.67,Diesel,Fiberglass,Cruising Yachts ,Yanmar ,Yanmar 40 Hp,11.0,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,35.0,None,,,100 gal (),50 gal (),35 gal (),6.0,,,2,Marina Del Rey,California,Hunter,41 Deck Salon,40,Europe,Greece,94733,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,New York,139000,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,North Carolina,149500,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,Ohio,149000,2006,14
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,Washington,174500,2006,14
2008 Hunter 44ds,192113.0,12.0,Hunter,44ds,Cruiser,44.0,Diesel,Fiberglass,United City Yachts Inc,Yanmar ,4JH4,,56.0,2000.0,None,Diesel|Diesel,,,0,,,,44.0,14.0,,None,,,,,,,,,2,Garden Bay,British Columbia,Hunter,44,44,USA,Florida,163000,2006,14
2007 Hunter 44 Deck Salon,167900.0,13.0,Hunter,44 Deck Salon,Deck Saloon,43.08,Diesel,Fiberglass,Edwards Yacht Sales,Yanmar,4JH4E,13.0,55.0,1868.0,Inboard,Diesel|Diesel,3.0,23.0,0,6.0,,8.0,43.0,14.0,39.0,Electric Windlass,,110.0,140 gal (Plastic),66 gal (Plastic),45 gal (Plastic),,3.0,3.0,2,Tampa,Florida,Hunter,44 Deck Salon,44,Caribbean,Mexico,159000,2006,14
2008 Hunter 44 DS,176900.0,12.0,Hunter,44 DS,Cruiser,44.0,Diesel,Fiberglass,Sail Place Inc ,Yanmar,None,,54.0,400.0,Inboard,Diesel|Diesel,,,0,,,,43.0,14.0,39.0,None,,,1 x 140 gal (),1 x 51 gal (),1 x 45 gal (),7.0,,2.0,2,Kenosha,Wisconsin,Hunter,44 DS,44,USA,Rhode Island,169900,2006,14
2006 Hunter 45 Center Cockpit,147466.0,14.0,Hunter,45 Center Cockpit,Cruiser,45.0,Diesel,Fiberglass,Navy Point Yacht Sales,Yanmar,4JH4,,75.0,,Inboard,Diesel|Diesel,4.0,22.0,0,,42.0,,45.0,14.0,39.0,None,,,149 gal (Plastic),1 x 75 gal (Plastic),48 gal (Plastic),1.0,3.0,2.0,2,Toronto,Ontario,Hunter,45 Center Cockpit,45,USA,California,205000,2006,14
2006 Hunter 45 Center Cockpit,147466.0,14.0,Hunter,45 Center Cockpit,Cruiser,45.0,Diesel,Fiberglass,Navy Point Yacht Sales,Yanmar,4JH4,,75.0,,Inboard,Diesel|Diesel,4.0,22.0,0,,42.0,,45.0,14.0,39.0,None,,,149 gal (Plastic),1 x 75 gal (Plastic),48 gal (Plastic),1.0,3.0,2.0,2,Toronto,Ontario,Hunter,45 Center Cockpit,45,USA,Maryland,167500,2006,14
1993 Hunter Sloop,29900.0,27.0,Hunter,Sloop,Sloop,30.0,Diesel,Fiberglass,Rubicon Yachts,Yanmar, 2GM20F,28.0,18.0,,Inboard,Diesel|Diesel,,,0,7.0,,8.0,30.0,11.0,,None,,,40 gal (),25 gal (),13 gal (),,2.0,2.0,1,San Rafael,California,Hunter,45cc,45,USA,Wisconsin,179900,2006,14
2008 Island Packet 440,265000.0,12.0,Island Packet,440,Cruiser,45.0,Diesel,Fiberglass,Horizon Yachts International,Yanmar,4JH4,12.0,75.0,1900.0,Inboard,Diesel|Diesel,3.0,32.0,1,,,,45.0,14.0,38.0,Electric Windlass,,12.0,250 gal (),150 gal (),55 gal (),,,2.0,2,Grenada,Grenada,Island Packet,440,45,USA,Florida,350000,2006,14
2001 Island Packet 350,139000.0,19.0,Island Packet,350,Cutter,36.83,Diesel,Fiberglass,Richard Boland Yachts,None,None,,,,None,Diesel,,,0,,,,36.0,12.0,,None,,,,,,,,,1,Alameda,California,Island Packet,445,45,Europe,Gibraltar,279854,2006,14
2001 Island Packet 350,139000.0,19.0,Island Packet,350,Cutter,36.83,Diesel,Fiberglass,Richard Boland Yachts,None,None,,,,None,Diesel,,,0,,,,36.0,12.0,,None,,,,,,,,,1,Alameda,California,Island Packet,445,45,Europe,Gibraltar,279845,2006,14
2008 Island Packet 440,265000.0,12.0,Island Packet,440,Cruiser,45.0,Diesel,Fiberglass,Horizon Yachts International,Yanmar,4JH4,12.0,75.0,1900.0,Inboard,Diesel|Diesel,3.0,32.0,1,,,,45.0,14.0,38.0,Electric Windlass,,12.0,250 gal (),150 gal (),55 gal (),,,2.0,2,Grenada,Grenada,Island Packet,440,45,Europe,Netherlands,376505,2006,14
2008 Island Packet 440,265000.0,12.0,Island Packet,440,Cruiser,45.0,Diesel,Fiberglass,Horizon Yachts International,Yanmar,4JH4,12.0,75.0,1900.0,Inboard,Diesel|Diesel,3.0,32.0,1,,,,45.0,14.0,38.0,Electric Windlass,,12.0,250 gal (),150 gal (),55 gal (),,,2.0,2,Grenada,Grenada,Island Packet,440,45,Europe,Netherlands,340008,2006,14
2007 Island Packet 485,489000.0,13.0,Island Packet,485,Cruiser,52.0,Diesel,Fiberglass,Signature Yachts,Yanmar,4JH4,13.0,110.0,2525.0,Inboard,Diesel|Diesel,,,0,8.0,,10.0,48.0,15.0,43.0,Electric Windlass,,,2 x 150 gal (),1 x 300 gal (),1 x 60 gal (),,,3.0,2,Seattle,Washington,Island Packet,485,52,Europe,Netherlands,533252,2006,14
2004 J Boats J/133,244995.0,16.0,J Boats,J/133,Racer,43.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar 4JH3E,Yanmar 4JH3E,16.0,56.0,2128.0,Inboard,Diesel|Diesel,2.0,17.0,0,6.0,,7.0,43.0,12.0,37.0,None,,12.0,100 gal (),52 gal (),18 gal (),4.0,,2.0,2,San Diego,California,J Boats,J 122,40,USA,California,189000,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,119648,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,Europe,Croatia,72760,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,USA,Illinois,129500,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,115396,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,Europe,Italy,103249,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,USA,Rhode Island,129900,2006,14
2006 Jeanneau Sun Odyssey 40.3,130301.0,14.0,Jeanneau,Sun Odyssey 40.3,Cruiser,39.99,Diesel,Fiberglass,Connect Yachtbrokers,None,None,,54.0,,Inboard,Diesel|Diesel,,17.0,0,,,,39.0,12.0,,None,,,89 gal (),36 gal (),,,,,1,Dordrecht,Netherlands,Jeanneau,Sun Odyssey 40.3,40,Europe,United Kingdom,113913,2006,14
2008 Jeanneau Sun Odyssey  39i,139000.0,12.0,Jeanneau,Sun Odyssey  39i,Cruiser,39.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,3JH4E,12.0,40.0,,Inboard,Diesel|Diesel,3.0,,1,7.0,,8.0,38.0,12.0,35.0,None,,,94 gal (),34 gal (),22 gal (),1.0,3.0,2.0,1,Seattle,Washington,Jeanneau,Sun Odyssey 42 DS,42,Caribbean,Mexico,180000,2006,14
2008 Jeanneau Sun Odyssey  39i,139000.0,12.0,Jeanneau,Sun Odyssey  39i,Cruiser,39.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,3JH4E,12.0,40.0,,Inboard,Diesel|Diesel,3.0,,1,7.0,,8.0,38.0,12.0,35.0,None,,,94 gal (),34 gal (),22 gal (),1.0,3.0,2.0,1,Seattle,Washington,Jeanneau,Sun Odyssey 42 DS,42,USA,Rhode Island,159000,2006,14
2008 Jeanneau Sun Odyssey  39i,139000.0,12.0,Jeanneau,Sun Odyssey  39i,Cruiser,39.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,3JH4E,12.0,40.0,,Inboard,Diesel|Diesel,3.0,,1,7.0,,8.0,38.0,12.0,35.0,None,,,94 gal (),34 gal (),22 gal (),1.0,3.0,2.0,1,Seattle,Washington,Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,133230,2006,14
2003 Jeanneau Sun Odyssey 43 DS,99900.0,17.0,Jeanneau,Sun Odyssey 43 DS,Cruiser,43.0,Diesel,Fiberglass,Richard Boland Yachts,Yanmar repowered 12,4JH5E,16.0,54.0,,Inboard,Diesel|Diesel,3.0,,0,6.0,42.0,,43.0,13.0,37.0,Manual Windlass,,,1 x 146 gal (Plastic),1 x 53 gal (Plastic),1 x 24 gal (),,,3.0,2,Alameda,California,Jeanneau,Sun Odyssey 43 DS,42,USA,Washington,198500,2006,14
2006 Jeanneau Sun Odyssey 45,124976.0,14.0,Jeanneau,Sun Odyssey 45,Sloop,45.01,Diesel,Fiberglass,Dynamic,yanmar,4JH,14.0,76.0,2500.0,Inboard,Diesel,,,0,,,,45.0,14.0,,Electric Windlass,,,118.88 gal (),63.4 gal (),,,,3.0,2,barcelona,Spain,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,173702,2006,14
2006 Jeanneau Sun Odyssey 45,124976.0,14.0,Jeanneau,Sun Odyssey 45,Sloop,45.01,Diesel,Fiberglass,Dynamic,yanmar,4JH,14.0,76.0,2500.0,Inboard,Diesel,,,0,,,,45.0,14.0,,Electric Windlass,,,118.88 gal (),63.4 gal (),,,,3.0,2,barcelona,Spain,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,139690,2006,14
2006 Jeanneau Sun Odyssey 45,124976.0,14.0,Jeanneau,Sun Odyssey 45,Sloop,45.01,Diesel,Fiberglass,Dynamic,yanmar,4JH,14.0,76.0,2500.0,Inboard,Diesel,,,0,,,,45.0,14.0,,Electric Windlass,,,118.88 gal (),63.4 gal (),,,,3.0,2,barcelona,Spain,Jeanneau,Sun Odyssey 45,45,Europe,Croatia,115396,2006,14
